"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","variable","value","timeframe","rollingyear"
"5119",NA,"IFI","Other flows","Disbursements",2022,3,NA,"Organisation type","Proportion",0.0383235199741706,"Quarterly",NA
"5132",NA,"Bilateral","Not specified","Disbursements",2020,4,NA,"Organisation type","Proportion",0.00663162832971607,"Quarterly",NA
"5133",NA,"Bilateral","Not specified","Disbursements",2021,1,NA,"Organisation type","Proportion",0.00749189379739576,"Quarterly",NA
"5134",NA,"Bilateral","Not specified","Disbursements",2021,2,NA,"Organisation type","Proportion",0.0145776152977774,"Quarterly",NA
"5135",NA,"Bilateral","Not specified","Disbursements",2021,3,NA,"Organisation type","Proportion",0.0106255480849309,"Quarterly",NA
"5136",NA,"Bilateral","Not specified","Disbursements",2021,4,NA,"Organisation type","Proportion",0.00719110640825222,"Quarterly",NA
"5137",NA,"Bilateral","Not specified","Disbursements",2022,1,NA,"Organisation type","Proportion",0.0095484323303177,"Quarterly",NA
"5138",NA,"Bilateral","Not specified","Disbursements",2022,2,NA,"Organisation type","Proportion",0.0104395001738746,"Quarterly",NA
"5139",NA,"Bilateral","Not specified","Disbursements",2022,3,NA,"Organisation type","Proportion",2.03346904094486e-06,"Quarterly",NA
"51521",NA,"Bilateral","ODA","Disbursements",2020,4,NA,"Organisation type","Proportion",0.984298573653942,"Quarterly",NA
"51531",NA,"Bilateral","ODA","Disbursements",2021,1,NA,"Organisation type","Proportion",0.980383048120562,"Quarterly",NA
"51541",NA,"Bilateral","ODA","Disbursements",2021,2,NA,"Organisation type","Proportion",0.982837113493335,"Quarterly",NA
"51551",NA,"Bilateral","ODA","Disbursements",2021,3,NA,"Organisation type","Proportion",0.986657245900181,"Quarterly",NA
"51561",NA,"Bilateral","ODA","Disbursements",2021,4,NA,"Organisation type","Proportion",0.989400661000801,"Quarterly",NA
"51571",NA,"Bilateral","ODA","Disbursements",2022,1,NA,"Organisation type","Proportion",0.988252970913601,"Quarterly",NA
"51581",NA,"Bilateral","ODA","Disbursements",2022,2,NA,"Organisation type","Proportion",0.987164987078975,"Quarterly",NA
"5159",NA,"Bilateral","ODA","Disbursements",2022,3,NA,"Organisation type","Proportion",0.99452509595673,"Quarterly",NA
"5172",NA,"Bilateral","OOF","Disbursements",2020,4,NA,"Organisation type","Proportion",7.58579046790442e-05,"Quarterly",NA
"5173",NA,"Bilateral","OOF","Disbursements",2021,1,NA,"Organisation type","Proportion",0.000449511191324049,"Quarterly",NA
"5174",NA,"Bilateral","OOF","Disbursements",2021,2,NA,"Organisation type","Proportion",0.00014798581209055,"Quarterly",NA
"5175",NA,"Bilateral","OOF","Disbursements",2021,3,NA,"Organisation type","Proportion",5.9955657366478e-05,"Quarterly",NA
"5176",NA,"Bilateral","OOF","Disbursements",2021,4,NA,"Organisation type","Proportion",0.000179804407455179,"Quarterly",NA
"5177",NA,"Bilateral","OOF","Disbursements",2022,1,NA,"Organisation type","Proportion",0.000686406708076264,"Quarterly",NA
"5178",NA,"Bilateral","OOF","Disbursements",2022,2,NA,"Organisation type","Proportion",1.0323957651369e-05,"Quarterly",NA
"5179",NA,"Bilateral","OOF","Disbursements",2022,3,NA,"Organisation type","Proportion",0.000505403236373938,"Quarterly",NA
"51921",NA,"Bilateral","Other flows","Disbursements",2020,4,NA,"Organisation type","Proportion",0.00899394011166299,"Quarterly",NA
"5193",NA,"Bilateral","Other flows","Disbursements",2021,1,NA,"Organisation type","Proportion",0.0116755468907177,"Quarterly",NA
"5194",NA,"Bilateral","Other flows","Disbursements",2021,2,NA,"Organisation type","Proportion",0.0024372853967972,"Quarterly",NA
"5195",NA,"Bilateral","Other flows","Disbursements",2021,3,NA,"Organisation type","Proportion",0.00265725035752167,"Quarterly",NA
"5196",NA,"Bilateral","Other flows","Disbursements",2021,4,NA,"Organisation type","Proportion",0.0032284281834912,"Quarterly",NA
"5197",NA,"Bilateral","Other flows","Disbursements",2022,1,NA,"Organisation type","Proportion",0.00151219004800498,"Quarterly",NA
"5198",NA,"Bilateral","Other flows","Disbursements",2022,2,NA,"Organisation type","Proportion",0.00238518878949889,"Quarterly",NA
"5199",NA,"Bilateral","Other flows","Disbursements",2022,3,NA,"Organisation type","Proportion",0.00496746733785505,"Quarterly",NA
"52121",NA,"Multilateral","Not specified","Disbursements",2020,4,NA,"Organisation type","Proportion",0.00261214085932705,"Quarterly",NA
"52131",NA,"Multilateral","Not specified","Disbursements",2021,1,NA,"Organisation type","Proportion",0.0105634076990175,"Quarterly",NA
"52141",NA,"Multilateral","Not specified","Disbursements",2021,2,NA,"Organisation type","Proportion",0.0060504360556343,"Quarterly",NA
"52151",NA,"Multilateral","Not specified","Disbursements",2021,3,NA,"Organisation type","Proportion",0.00338792163406824,"Quarterly",NA
"52161",NA,"Multilateral","Not specified","Disbursements",2021,4,NA,"Organisation type","Proportion",0.00197446775759434,"Quarterly",NA
"52171",NA,"Multilateral","Not specified","Disbursements",2022,1,NA,"Organisation type","Proportion",0.00677892990110008,"Quarterly",NA
"52181",NA,"Multilateral","Not specified","Disbursements",2022,2,NA,"Organisation type","Proportion",0.00413401919696295,"Quarterly",NA
"52191",NA,"Multilateral","Not specified","Disbursements",2022,3,NA,"Organisation type","Proportion",0.00229701351428663,"Quarterly",NA
"5232",NA,"Multilateral","ODA","Disbursements",2020,4,NA,"Organisation type","Proportion",0.927145806903731,"Quarterly",NA
"5233",NA,"Multilateral","ODA","Disbursements",2021,1,NA,"Organisation type","Proportion",0.952314972770006,"Quarterly",NA
"5234",NA,"Multilateral","ODA","Disbursements",2021,2,NA,"Organisation type","Proportion",0.953541602309456,"Quarterly",NA
"5235",NA,"Multilateral","ODA","Disbursements",2021,3,NA,"Organisation type","Proportion",0.966670462585873,"Quarterly",NA
"5236",NA,"Multilateral","ODA","Disbursements",2021,4,NA,"Organisation type","Proportion",0.956119524099511,"Quarterly",NA
"5237",NA,"Multilateral","ODA","Disbursements",2022,1,NA,"Organisation type","Proportion",0.934541738678818,"Quarterly",NA
"5238",NA,"Multilateral","ODA","Disbursements",2022,2,NA,"Organisation type","Proportion",0.886637735633684,"Quarterly",NA
"5239",NA,"Multilateral","ODA","Disbursements",2022,3,NA,"Organisation type","Proportion",0.919396386187543,"Quarterly",NA
"5252",NA,"Multilateral","OOF","Disbursements",2020,4,NA,"Organisation type","Proportion",0.0702420522369415,"Quarterly",NA
"5253",NA,"Multilateral","OOF","Disbursements",2021,1,NA,"Organisation type","Proportion",0.0371216195309766,"Quarterly",NA
"5254",NA,"Multilateral","OOF","Disbursements",2021,2,NA,"Organisation type","Proportion",0.0404079616349102,"Quarterly",NA
"5255",NA,"Multilateral","OOF","Disbursements",2021,3,NA,"Organisation type","Proportion",0.0299416157800583,"Quarterly",NA
"5256",NA,"Multilateral","OOF","Disbursements",2021,4,NA,"Organisation type","Proportion",0.0419060081428945,"Quarterly",NA
"5257",NA,"Multilateral","OOF","Disbursements",2022,1,NA,"Organisation type","Proportion",0.058679331420082,"Quarterly",NA
"5258",NA,"Multilateral","OOF","Disbursements",2022,2,NA,"Organisation type","Proportion",0.109228245169353,"Quarterly",NA
"5259",NA,"Multilateral","OOF","Disbursements",2022,3,NA,"Organisation type","Proportion",0.07830660029817,"Quarterly",NA
"52721",NA,"Multilateral","Other flows","Disbursements",2020,4,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52731",NA,"Multilateral","Other flows","Disbursements",2021,1,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52741",NA,"Multilateral","Other flows","Disbursements",2021,2,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52751",NA,"Multilateral","Other flows","Disbursements",2021,3,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52761",NA,"Multilateral","Other flows","Disbursements",2021,4,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52771",NA,"Multilateral","Other flows","Disbursements",2022,1,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52781",NA,"Multilateral","Other flows","Disbursements",2022,2,NA,"Organisation type","Proportion",0,"Quarterly",NA
"52791",NA,"Multilateral","Other flows","Disbursements",2022,3,NA,"Organisation type","Proportion",0,"Quarterly",NA
"1100","African Development Bank Group","African Development Bank Group","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2100","African Development Bank Group","African Development Bank Group","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"3101","African Development Bank Group","African Development Bank Group","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4100","African Development Bank Group","African Development Bank Group","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6100","African Development Bank Group","African Development Bank Group","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",4459.30803756335,"Yearly",NA
"7103","African Development Bank Group","African Development Bank Group","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",4128.68849601475,"Yearly",NA
"8100","African Development Bank Group","African Development Bank Group","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",6138.03248484752,"Yearly",NA
"9100","African Development Bank Group","African Development Bank Group","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",4216.16642404115,"Yearly",NA
"1120","African Development Bank Group","African Development Bank Group","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",5.50492516356813,"Yearly",NA
"12510","African Development Bank Group","African Development Bank Group","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",12.0256485488202,"Yearly",NA
"13201","African Development Bank Group","African Development Bank Group","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",22.7355148318101,"Yearly",NA
"1451","African Development Bank Group","African Development Bank Group","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",13.8863754163167,"Yearly",NA
"1651","African Development Bank Group","African Development Bank Group","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"17101","African Development Bank Group","African Development Bank Group","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"18510","African Development Bank Group","African Development Bank Group","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19201","African Development Bank Group","African Development Bank Group","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2110","Asian Development Bank","Asian Development Bank","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2220","Asian Development Bank","Asian Development Bank","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2320","Asian Development Bank","Asian Development Bank","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2410","Asian Development Bank","Asian Development Bank","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"2610","Asian Development Bank","Asian Development Bank","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",1694.95658011522,"Yearly",NA
"2720","Asian Development Bank","Asian Development Bank","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",2489.53909382282,"Yearly",NA
"2820","Asian Development Bank","Asian Development Bank","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",3780.45593992244,"Yearly",NA
"2910","Asian Development Bank","Asian Development Bank","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",2282.34880067104,"Yearly",NA
"3124","Asian Development Bank","Asian Development Bank","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",10114.4533281548,"Yearly",NA
"3251","Asian Development Bank","Asian Development Bank","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",11186.7464264972,"Yearly",NA
"33101","Asian Development Bank","Asian Development Bank","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",18269.5490329814,"Yearly",NA
"3451","Asian Development Bank","Asian Development Bank","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",13152.984856409,"Yearly",NA
"36510","Asian Development Bank","Asian Development Bank","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"37201","Asian Development Bank","Asian Development Bank","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"3851","Asian Development Bank","Asian Development Bank","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"39101","Asian Development Bank","Asian Development Bank","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4110","Belgium","Belgium","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4210","Belgium","Belgium","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4324","Belgium","Belgium","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4410","Belgium","Belgium","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"4651","Belgium","Belgium","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",860.264513269048,"Yearly",NA
"47101","Belgium","Belgium","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",980.71917484611,"Yearly",NA
"48510","Belgium","Belgium","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",1120.03958130403,"Yearly",NA
"4920","Belgium","Belgium","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",1470.01506333971,"Yearly",NA
"51101","Belgium","Belgium","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"5220","Belgium","Belgium","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"53111","Belgium","Belgium","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"54101","Belgium","Belgium","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"56101","Belgium","Belgium","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"57111","Belgium","Belgium","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"5851","Belgium","Belgium","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"59101","Belgium","Belgium","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6119","Canada","Canada","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6210","Canada","Canada","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6312","Canada","Canada","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6418","Canada","Canada","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"6610","Canada","Canada","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",2500.36139092369,"Yearly",NA
"6720","Canada","Canada","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",2213.46587154187,"Yearly",NA
"6810","Canada","Canada","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",2295.10045366332,"Yearly",NA
"6910","Canada","Canada","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",2326.42501362796,"Yearly",NA
"7114","Canada","Canada","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",62.4157483693268,"Yearly",NA
"7258","Canada","Canada","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",95.0727885549025,"Yearly",NA
"73181","Canada","Canada","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",15.6501967713948,"Yearly",NA
"7451","Canada","Canada","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",16.8602975610288,"Yearly",NA
"7651","Canada","Canada","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"77101","Canada","Canada","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"7858","Canada","Canada","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"79181","Canada","Canada","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"8110","Denmark","Denmark","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"8218","Denmark","Denmark","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"8314","Denmark","Denmark","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"8410","Denmark","Denmark","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"8610","Denmark","Denmark","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",2629.14171138155,"Yearly",NA
"8712","Denmark","Denmark","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",2693.47235213395,"Yearly",NA
"8818","Denmark","Denmark","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",2891.62863452369,"Yearly",NA
"8910","Denmark","Denmark","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",3084.55534121446,"Yearly",NA
"9120","Denmark","Denmark","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"9251","Denmark","Denmark","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"93101","Denmark","Denmark","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"9451","Denmark","Denmark","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"9658","Denmark","Denmark","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"97181","Denmark","Denmark","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"9851","Denmark","Denmark","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"99101","Denmark","Denmark","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10110","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10210","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10320","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10410","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10651","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"107101","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1085","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"10918","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"111101","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"11218","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"113111","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"11410","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"11610","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",1179.88643145324,"Yearly",NA
"11711","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",1028.82861834675,"Yearly",NA
"1185","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",1494.0728025297,"Yearly",NA
"119101","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",1910.31809648379,"Yearly",NA
"12118","European Commission","European Commission","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"12210","European Commission","European Commission","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"12311","European Commission","European Commission","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"12418","European Commission","European Commission","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"12610","European Commission","European Commission","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",11189.2513241399,"Yearly",NA
"12719","European Commission","European Commission","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",10649.2215309768,"Yearly",NA
"12810","European Commission","European Commission","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",12411.4664270029,"Yearly",NA
"12910","European Commission","European Commission","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",13227.2035195864,"Yearly",NA
"13113","European Commission","European Commission","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0.00225097664221464,"Yearly",NA
"13211","European Commission","European Commission","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"13319","European Commission","European Commission","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"13411","European Commission","European Commission","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"13618","European Commission","European Commission","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",396.675284257945,"Yearly",NA
"137101","European Commission","European Commission","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",363.936445242894,"Yearly",NA
"13811","European Commission","European Commission","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",422.12143887214,"Yearly",NA
"139110","European Commission","European Commission","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",243.112585154609,"Yearly",NA
"14110","Finland","Finland","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1422","Finland","Finland","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"14312","Finland","Finland","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1442","Finland","Finland","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1462","Finland","Finland","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",991.536072803988,"Yearly",NA
"14710","Finland","Finland","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",1602.42732605953,"Yearly",NA
"1482","Finland","Finland","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",1283.23676155899,"Yearly",NA
"14910","Finland","Finland","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",1462.90261311315,"Yearly",NA
"15118","Finland","Finland","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15211","Finland","Finland","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15311","Finland","Finland","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15418","Finland","Finland","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15611","Finland","Finland","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15719","Finland","Finland","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15811","Finland","Finland","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"15912","Finland","Finland","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"16110","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1623","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"16310","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1642","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"16611","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",1359.80962446,"Yearly",NA
"167101","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",1827.35987011,"Yearly",NA
"16811","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",1987.24510097,"Yearly",NA
"16911","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",12438.53656185,"Yearly",NA
"17112","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"17221","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"173111","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"17421","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"17621","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"177101","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Other flows","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"17811","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Other flows","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"179101","Gavi, The Vaccine Alliance","Gavi, The Vaccine Alliance","Other flows","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"18110","Germany","Germany","Not specified","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1822","Germany","Germany","Not specified","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"18310","Germany","Germany","Not specified","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1842","Germany","Germany","Not specified","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"1862","Germany","Germany","ODA","Disbursements",2018,NA,NA,"Specific donor","Volume",2421.83944980892,"Yearly",NA
"18710","Germany","Germany","ODA","Disbursements",2019,NA,NA,"Specific donor","Volume",2557.68527757719,"Yearly",NA
"1882","Germany","Germany","ODA","Disbursements",2020,NA,NA,"Specific donor","Volume",3137.86754043542,"Yearly",NA
"1891","Germany","Germany","ODA","Disbursements",2021,NA,NA,"Specific donor","Volume",3119.52101871888,"Yearly",NA
"19112","Germany","Germany","OOF","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19211","Germany","Germany","OOF","Disbursements",2019,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19311","Germany","Germany","OOF","Disbursements",2020,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19411","Germany","Germany","OOF","Disbursements",2021,NA,NA,"Specific donor","Volume",0,"Yearly",NA
"19611","Germany","Germany","Other flows","Disbursements",2018,NA,NA,"Specific donor","Volume",0,"Yearly",NA
