"","country","org_type","flow_type","transaction_type","year","quarter","month","aggregate_type","oda_oof_other","variable","value","timeframe","rollingyear"
"997","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,1,"Specific donor","All flows","Volume",202.630968242064,"Monthly",NA
"998","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,2,"Specific donor","All flows","Volume",242.056432460565,"Monthly",NA
"999","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,3,"Specific donor","All flows","Volume",646.012189343862,"Monthly",NA
"1000","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,4,"Specific donor","All flows","Volume",517.655382022611,"Monthly",NA
"1001","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,5,"Specific donor","All flows","Volume",208.231737677631,"Monthly",NA
"1002","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,6,"Specific donor","All flows","Volume",1133.38752936785,"Monthly",NA
"1003","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,7,"Specific donor","All flows","Volume",862.866975177036,"Monthly",NA
"1004","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,8,"Specific donor","All flows","Volume",463.512371954346,"Monthly",NA
"1005","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,9,"Specific donor","All flows","Volume",863.231197257288,"Monthly",NA
"1042","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,10,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1043","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,11,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1044","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,12,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1045","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,1,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1046","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,2,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1047","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,3,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1048","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,4,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1049","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,5,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1050","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,6,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1051","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,7,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1052","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,8,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1053","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,9,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1090","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,10,"Specific donor","ODA","Volume",0,"Monthly",NA
"1091","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,11,"Specific donor","ODA","Volume",0,"Monthly",NA
"1092","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,12,"Specific donor","ODA","Volume",0,"Monthly",NA
"1093","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,1,"Specific donor","ODA","Volume",0,"Monthly",NA
"1094","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,2,"Specific donor","ODA","Volume",0,"Monthly",NA
"1095","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,3,"Specific donor","ODA","Volume",0,"Monthly",NA
"1096","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,4,"Specific donor","ODA","Volume",0,"Monthly",NA
"1097","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,5,"Specific donor","ODA","Volume",0,"Monthly",NA
"1098","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,6,"Specific donor","ODA","Volume",0,"Monthly",NA
"1099","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,7,"Specific donor","ODA","Volume",0,"Monthly",NA
"1100","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,8,"Specific donor","ODA","Volume",0,"Monthly",NA
"1101","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,9,"Specific donor","ODA","Volume",0,"Monthly",NA
"1138","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,10,"Specific donor","OOF","Volume",0,"Monthly",NA
"1139","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,11,"Specific donor","OOF","Volume",0,"Monthly",NA
"1140","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,12,"Specific donor","OOF","Volume",0,"Monthly",NA
"1141","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,1,"Specific donor","OOF","Volume",0,"Monthly",NA
"1142","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,2,"Specific donor","OOF","Volume",0,"Monthly",NA
"1143","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,3,"Specific donor","OOF","Volume",0,"Monthly",NA
"1144","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,4,"Specific donor","OOF","Volume",0,"Monthly",NA
"1145","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,5,"Specific donor","OOF","Volume",0,"Monthly",NA
"1146","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,6,"Specific donor","OOF","Volume",0,"Monthly",NA
"1147","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,7,"Specific donor","OOF","Volume",0,"Monthly",NA
"1148","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,8,"Specific donor","OOF","Volume",0,"Monthly",NA
"1149","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,9,"Specific donor","OOF","Volume",0,"Monthly",NA
"1186","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,10,"Specific donor","Other flows","Volume",552.52225345419,"Monthly",NA
"1187","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,11,"Specific donor","Other flows","Volume",553.132917270315,"Monthly",NA
"1188","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2020,4,12,"Specific donor","Other flows","Volume",1274.15124399096,"Monthly",NA
"1189","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,1,"Specific donor","Other flows","Volume",202.630968242064,"Monthly",NA
"1190","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,2,"Specific donor","Other flows","Volume",242.056432460565,"Monthly",NA
"1191","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,1,3,"Specific donor","Other flows","Volume",646.012189343862,"Monthly",NA
"1192","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,4,"Specific donor","Other flows","Volume",517.655382022611,"Monthly",NA
"1193","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,5,"Specific donor","Other flows","Volume",208.231737677631,"Monthly",NA
"1194","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,2,6,"Specific donor","Other flows","Volume",1133.38752936785,"Monthly",NA
"1195","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,7,"Specific donor","Other flows","Volume",862.866975177036,"Monthly",NA
"1196","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,8,"Specific donor","Other flows","Volume",463.512371954346,"Monthly",NA
"1197","European Bank for Reconstruction and Development","European Bank for Reconstruction and Development",NA,"Commitments",2021,3,9,"Specific donor","Other flows","Volume",863.231197257288,"Monthly",NA
"1234","Germany","Germany",NA,"Commitments",2020,4,10,"Specific donor","All flows","Volume",500.599848965247,"Monthly",NA
"1235","Germany","Germany",NA,"Commitments",2020,4,11,"Specific donor","All flows","Volume",1561.3716985075,"Monthly",NA
"1236","Germany","Germany",NA,"Commitments",2020,4,12,"Specific donor","All flows","Volume",2852.15563773904,"Monthly",NA
"1237","Germany","Germany",NA,"Commitments",2021,1,1,"Specific donor","All flows","Volume",1876.39116306418,"Monthly",NA
"1238","Germany","Germany",NA,"Commitments",2021,1,2,"Specific donor","All flows","Volume",201.039979649878,"Monthly",NA
"1239","Germany","Germany",NA,"Commitments",2021,1,3,"Specific donor","All flows","Volume",130.46800573752,"Monthly",NA
"1240","Germany","Germany",NA,"Commitments",2021,2,4,"Specific donor","All flows","Volume",172.339926862428,"Monthly",NA
"1241","Germany","Germany",NA,"Commitments",2021,2,5,"Specific donor","All flows","Volume",167.719351043421,"Monthly",NA
"1242","Germany","Germany",NA,"Commitments",2021,2,6,"Specific donor","All flows","Volume",364.438786974217,"Monthly",NA
"1243","Germany","Germany",NA,"Commitments",2021,3,7,"Specific donor","All flows","Volume",249.452750460762,"Monthly",NA
"1244","Germany","Germany",NA,"Commitments",2021,3,8,"Specific donor","All flows","Volume",84.259224,"Monthly",NA
"1245","Germany","Germany",NA,"Commitments",2021,3,9,"Specific donor","All flows","Volume",310.8809073978,"Monthly",NA
"1282","Germany","Germany",NA,"Commitments",2020,4,10,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1283","Germany","Germany",NA,"Commitments",2020,4,11,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1284","Germany","Germany",NA,"Commitments",2020,4,12,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1285","Germany","Germany",NA,"Commitments",2021,1,1,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1286","Germany","Germany",NA,"Commitments",2021,1,2,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1287","Germany","Germany",NA,"Commitments",2021,1,3,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1288","Germany","Germany",NA,"Commitments",2021,2,4,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1289","Germany","Germany",NA,"Commitments",2021,2,5,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1290","Germany","Germany",NA,"Commitments",2021,2,6,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1291","Germany","Germany",NA,"Commitments",2021,3,7,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1292","Germany","Germany",NA,"Commitments",2021,3,8,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1293","Germany","Germany",NA,"Commitments",2021,3,9,"Specific donor","Not specified","Volume",0,"Monthly",NA
"1330","Germany","Germany",NA,"Commitments",2020,4,10,"Specific donor","ODA","Volume",500.599848965247,"Monthly",NA
"1331","Germany","Germany",NA,"Commitments",2020,4,11,"Specific donor","ODA","Volume",1561.3716985075,"Monthly",NA
"1332","Germany","Germany",NA,"Commitments",2020,4,12,"Specific donor","ODA","Volume",2852.15563773904,"Monthly",NA
"1333","Germany","Germany",NA,"Commitments",2021,1,1,"Specific donor","ODA","Volume",1876.39116306418,"Monthly",NA
"1334","Germany","Germany",NA,"Commitments",2021,1,2,"Specific donor","ODA","Volume",201.039979649878,"Monthly",NA
"1335","Germany","Germany",NA,"Commitments",2021,1,3,"Specific donor","ODA","Volume",130.46800573752,"Monthly",NA
"1336","Germany","Germany",NA,"Commitments",2021,2,4,"Specific donor","ODA","Volume",172.339926862428,"Monthly",NA
"1337","Germany","Germany",NA,"Commitments",2021,2,5,"Specific donor","ODA","Volume",167.719351043421,"Monthly",NA
"1338","Germany","Germany",NA,"Commitments",2021,2,6,"Specific donor","ODA","Volume",364.438786974217,"Monthly",NA
"1339","Germany","Germany",NA,"Commitments",2021,3,7,"Specific donor","ODA","Volume",249.452750460762,"Monthly",NA
"1340","Germany","Germany",NA,"Commitments",2021,3,8,"Specific donor","ODA","Volume",84.259224,"Monthly",NA
"1341","Germany","Germany",NA,"Commitments",2021,3,9,"Specific donor","ODA","Volume",310.8809073978,"Monthly",NA
"1378","Germany","Germany",NA,"Commitments",2020,4,10,"Specific donor","OOF","Volume",0,"Monthly",NA
"1379","Germany","Germany",NA,"Commitments",2020,4,11,"Specific donor","OOF","Volume",0,"Monthly",NA
"1380","Germany","Germany",NA,"Commitments",2020,4,12,"Specific donor","OOF","Volume",0,"Monthly",NA
"1381","Germany","Germany",NA,"Commitments",2021,1,1,"Specific donor","OOF","Volume",0,"Monthly",NA
"1382","Germany","Germany",NA,"Commitments",2021,1,2,"Specific donor","OOF","Volume",0,"Monthly",NA
"1383","Germany","Germany",NA,"Commitments",2021,1,3,"Specific donor","OOF","Volume",0,"Monthly",NA
"1384","Germany","Germany",NA,"Commitments",2021,2,4,"Specific donor","OOF","Volume",0,"Monthly",NA
"1385","Germany","Germany",NA,"Commitments",2021,2,5,"Specific donor","OOF","Volume",0,"Monthly",NA
"1386","Germany","Germany",NA,"Commitments",2021,2,6,"Specific donor","OOF","Volume",0,"Monthly",NA
"1387","Germany","Germany",NA,"Commitments",2021,3,7,"Specific donor","OOF","Volume",0,"Monthly",NA
"1388","Germany","Germany",NA,"Commitments",2021,3,8,"Specific donor","OOF","Volume",0,"Monthly",NA
"1389","Germany","Germany",NA,"Commitments",2021,3,9,"Specific donor","OOF","Volume",0,"Monthly",NA
"1426","Germany","Germany",NA,"Commitments",2020,4,10,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1427","Germany","Germany",NA,"Commitments",2020,4,11,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1428","Germany","Germany",NA,"Commitments",2020,4,12,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1429","Germany","Germany",NA,"Commitments",2021,1,1,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1430","Germany","Germany",NA,"Commitments",2021,1,2,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1431","Germany","Germany",NA,"Commitments",2021,1,3,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1432","Germany","Germany",NA,"Commitments",2021,2,4,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1433","Germany","Germany",NA,"Commitments",2021,2,5,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1434","Germany","Germany",NA,"Commitments",2021,2,6,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1435","Germany","Germany",NA,"Commitments",2021,3,7,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1436","Germany","Germany",NA,"Commitments",2021,3,8,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1437","Germany","Germany",NA,"Commitments",2021,3,9,"Specific donor","Other flows","Volume",0,"Monthly",NA
"1474","Global Fund","Global Fund",NA,"Commitments",2020,4,10,"Specific donor","All flows","Volume",199.52779887,"Monthly",NA
"1475","Global Fund","Global Fund",NA,"Commitments",2020,4,11,"Specific donor","All flows","Volume",219.84131913,"Monthly",NA
"1476","Global Fund","Global Fund",NA,"Commitments",2020,4,12,"Specific donor","All flows","Volume",1189.98000639,"Monthly",NA
"1477","Global Fund","Global Fund",NA,"Commitments",2021,1,1,"Specific donor","All flows","Volume",2011.32561878,"Monthly",NA
"1478","Global Fund","Global Fund",NA,"Commitments",2021,1,2,"Specific donor","All flows","Volume",529.64571023,"Monthly",NA
"1479","Global Fund","Global Fund",NA,"Commitments",2021,1,3,"Specific donor","All flows","Volume",443.53431512,"Monthly",NA
"1480","Global Fund","Global Fund",NA,"Commitments",2021,2,4,"Specific donor","All flows","Volume",195.36085271,"Monthly",NA
"1481","Global Fund","Global Fund",NA,"Commitments",2021,2,5,"Specific donor","All flows","Volume",268.97022714,"Monthly",NA
